EmployeeID,I would recommend my friends or Family to work at TheCompany,I feel engaged in my work.,I believe Leadership cares about the employees at TheCompany,My manager supports me in my role at TheCompany,"TheCompany cares about Diversity, Equity and Inclusion.",I believe there is room for me to grow at TheCompany,I work on interesting projects.,My manager motivates me to work hard.,I am motivated to work hard at TheCompany.,I believe I am recognized for the work I do.,I believe there are good career opportunities for me at TheCompany.,I believe TheCompany is in a great position in the market for the next few years to be succesful.,I plan on staying with TheCompany for at least 2 more years.,I believe I am fairly compensated for my work.,I believe there is little to not politics at TheCompany,I feel comfortable going to someone in leadership if there is an issue.,My values align with the culture at TheCompany,I know what TheCompany values are at TheCompany,I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty,survey_quarter,survey_year
101399,3,4,1,4,2,2,2,4,4,2,3,2,2,3,1,3,3,3,4,Q2,2023
101401,3,4,2,3,3,4,2,4,2,2,4,3,4,3,3,3,2,4,3,Q2,2023
101402,4,4,3,2,4,4,3,4,3,5,4,1,2,4,2,1,2,3,4,Q2,2023
101404,2,4,1,4,2,4,2,4,2,2,4,1,4,3,3,4,4,2,4,Q2,2023
101407,3,4,3,2,3,3,1,3,2,3,1,3,2,4,3,2,4,3,4,Q2,2023
101408,3,2,2,3,4,2,2,4,2,3,2,3,4,3,2,3,1,4,4,Q2,2023
101410,4,4,3,3,2,4,2,4,5,3,4,2,4,2,3,4,1,3,4,Q2,2023
101412,1,2,1,3,4,3,4,4,4,4,2,4,3,4,2,4,4,2,4,Q2,2023
101413,3,4,4,4,2,3,4,4,2,2,2,4,1,4,3,5,4,2,4,Q2,2023
101414,4,3,4,3,2,2,3,4,2,2,3,3,3,4,2,5,3,1,2,Q2,2023
101416,2,4,3,3,3,4,1,4,4,4,4,2,3,4,3,2,3,3,3,Q2,2023
101420,2,4,3,2,4,2,1,2,2,3,3,3,2,3,2,4,2,3,3,Q2,2023
101421,4,4,2,2,3,2,2,4,4,1,4,2,3,4,3,3,4,3,1,Q2,2023
101425,4,2,4,3,1,3,3,3,4,2,2,4,2,3,2,4,2,1,4,Q2,2023
101426,4,3,4,4,2,2,2,3,3,2,3,3,4,4,2,2,4,3,1,Q2,2023
101429,3,3,4,1,2,4,3,4,4,4,3,4,1,2,4,2,1,3,2,Q2,2023
101433,1,2,3,4,4,4,2,4,2,4,3,2,4,1,3,4,2,2,1,Q2,2023
101437,4,2,4,3,2,3,3,2,4,4,3,2,4,3,3,3,2,4,3,Q2,2023
101440,1,3,2,3,1,4,4,2,4,4,2,2,3,1,1,2,1,2,4,Q2,2023
101443,3,4,2,4,4,4,2,3,3,4,3,2,3,5,4,4,3,3,4,Q2,2023
101444,3,4,3,2,3,2,2,4,2,3,1,4,3,2,3,3,4,1,2,Q2,2023
101445,1,4,3,4,1,3,3,1,4,4,2,2,4,2,2,2,2,4,4,Q2,2023
101447,2,3,4,3,2,3,3,2,2,1,4,1,3,2,4,3,3,2,4,Q2,2023
101453,1,3,4,2,3,1,4,3,2,1,2,3,1,4,4,4,5,3,3,Q2,2023
101454,2,5,2,4,3,1,3,3,2,2,3,2,2,4,3,4,4,2,2,Q2,2023
101455,3,2,2,2,3,4,3,4,4,3,1,4,3,2,3,3,4,3,2,Q2,2023
101457,2,2,4,2,4,3,3,3,2,4,1,2,4,2,4,4,2,3,4,Q2,2023
101459,4,4,2,4,2,1,4,3,3,3,2,3,1,4,2,2,3,4,4,Q2,2023
101460,3,3,2,4,2,4,3,4,4,3,4,2,4,4,2,2,2,1,4,Q2,2023
101461,4,4,1,2,3,2,3,4,3,2,3,1,4,3,4,1,4,1,2,Q2,2023
101464,3,2,2,3,2,3,2,4,3,4,2,4,4,3,3,2,2,4,4,Q2,2023
101466,3,3,3,1,4,3,2,4,4,2,2,4,4,3,2,3,2,2,2,Q2,2023
101468,4,3,1,3,2,1,4,4,2,1,4,5,3,3,3,2,4,3,2,Q2,2023
101470,2,4,4,3,2,1,1,4,4,2,4,4,2,3,3,2,4,1,1,Q2,2023
101473,2,2,3,1,4,2,4,4,3,2,3,3,1,2,3,2,4,2,2,Q2,2023
101475,4,3,3,2,3,3,4,4,3,3,3,4,3,2,2,1,4,2,2,Q2,2023
101477,1,2,2,3,3,4,1,1,3,3,3,4,1,3,3,3,3,2,4,Q2,2023
101478,2,2,3,3,3,4,4,2,3,2,2,3,2,4,1,1,3,4,2,Q2,2023
101479,4,2,2,4,4,1,4,1,4,4,3,4,2,4,4,4,4,4,4,Q2,2023
101480,2,4,3,4,1,2,4,3,4,1,3,2,4,4,2,3,2,2,4,Q2,2023
101482,2,4,2,4,3,3,2,2,1,1,3,4,3,1,4,1,3,2,2,Q2,2023
101483,4,3,4,1,3,2,3,1,4,3,2,4,3,2,3,2,2,3,3,Q2,2023
101485,2,4,2,1,4,4,4,3,1,3,2,4,3,3,2,3,4,4,4,Q2,2023
101486,4,4,3,3,4,3,4,4,4,2,3,2,3,3,1,2,2,4,4,Q2,2023
101487,4,4,4,2,4,2,4,1,3,2,1,2,1,3,2,2,2,3,1,Q2,2023
101490,3,2,3,2,4,3,2,3,3,2,1,1,1,3,1,4,4,3,3,Q2,2023
101494,2,4,2,3,3,3,3,2,1,4,3,2,4,2,4,2,4,3,4,Q2,2023
101495,3,2,2,3,3,4,3,3,3,4,3,2,1,4,3,2,4,4,4,Q2,2023
101497,4,3,4,3,4,3,3,3,3,2,3,1,4,4,4,2,4,4,3,Q2,2023
101499,3,2,3,4,4,4,2,3,4,3,3,1,1,3,4,3,2,4,2,Q2,2023
101504,3,3,4,2,3,4,4,4,2,2,4,4,2,2,3,3,1,1,4,Q2,2023
101508,4,4,3,4,2,4,3,4,2,1,3,2,3,4,4,3,3,2,2,Q2,2023
101510,1,3,4,2,3,5,3,3,2,2,4,4,4,1,4,4,2,4,3,Q2,2023
101512,2,3,3,4,2,2,1,2,4,2,4,3,2,3,3,1,4,2,4,Q2,2023
101513,4,3,4,2,3,3,3,4,4,3,4,3,4,3,2,4,3,2,4,Q2,2023
101517,3,2,3,3,3,3,1,1,3,4,4,1,4,4,4,2,3,4,4,Q2,2023
101518,3,3,3,3,2,3,4,3,4,4,2,1,3,1,4,2,4,1,3,Q2,2023
101522,3,4,2,4,3,3,2,3,4,4,4,3,2,3,2,3,1,1,3,Q2,2023
101523,1,4,3,1,2,2,3,4,3,2,3,4,3,3,3,4,2,2,3,Q2,2023
101524,4,2,4,2,2,2,3,4,2,4,4,3,2,1,2,1,2,4,1,Q2,2023
101525,1,3,1,2,3,2,3,2,4,1,2,2,2,4,4,3,1,4,2,Q2,2023
101526,3,2,2,4,4,3,4,3,4,4,3,4,1,1,1,4,4,4,4,Q2,2023
101528,2,2,4,4,3,2,3,3,2,3,3,1,4,2,3,2,3,4,4,Q2,2023
101530,2,2,2,4,4,4,1,4,2,2,3,1,3,2,2,4,1,2,3,Q2,2023
101531,4,2,2,3,2,1,4,4,1,3,3,3,3,3,2,4,3,4,3,Q2,2023
101533,3,1,2,2,3,3,2,2,4,5,2,2,1,3,2,2,4,4,4,Q2,2023
101536,3,3,3,5,2,4,4,4,3,3,3,3,4,4,3,4,1,3,2,Q2,2023
101538,4,2,2,4,4,4,2,4,4,3,2,1,1,2,2,2,2,3,3,Q2,2023
101540,2,3,3,4,2,4,3,4,4,2,3,4,3,4,3,2,1,2,3,Q2,2023
101541,2,3,4,2,1,3,3,2,4,2,4,4,3,4,2,4,1,4,1,Q2,2023
101542,1,4,3,3,3,3,4,2,4,4,2,1,2,4,4,2,4,4,2,Q2,2023
101543,3,3,2,2,4,2,4,1,4,2,3,4,2,2,4,4,1,3,2,Q2,2023
101549,4,4,3,3,2,3,2,2,3,1,2,1,2,2,1,2,4,2,3,Q2,2023
101550,4,2,3,3,2,2,4,2,2,4,3,3,4,2,3,4,4,3,3,Q2,2023
101551,2,2,3,4,3,3,4,2,3,4,4,2,4,3,2,4,3,4,4,Q2,2023
101553,4,1,4,2,3,1,4,3,1,4,3,3,3,1,1,2,1,3,4,Q2,2023
101556,2,3,3,2,1,4,2,3,1,4,3,2,2,4,2,4,3,3,1,Q2,2023
101559,3,2,3,4,3,3,2,2,4,2,3,1,1,4,4,3,4,4,4,Q2,2023
101560,4,2,4,3,3,4,3,4,1,4,3,2,4,3,4,1,5,3,1,Q2,2023
101561,4,4,4,2,3,1,1,1,3,2,4,4,2,4,3,2,3,3,2,Q2,2023
101562,3,2,3,3,2,3,2,3,2,3,4,4,2,1,3,2,4,2,3,Q2,2023
101563,3,4,3,4,3,5,1,4,1,3,2,2,2,4,4,3,4,2,2,Q2,2023
101564,4,3,4,3,4,4,2,3,1,2,4,4,2,4,2,2,2,3,2,Q2,2023
101566,2,4,4,3,4,4,2,4,4,2,4,4,3,4,1,4,2,2,4,Q2,2023
101572,1,4,3,4,3,3,4,4,3,3,1,2,4,3,4,2,3,3,1,Q2,2023
101574,4,1,4,1,4,2,4,2,2,4,1,2,2,4,4,4,2,4,4,Q2,2023
101575,4,1,3,3,2,2,3,4,1,2,1,3,2,4,3,2,3,4,4,Q2,2023
101579,3,4,1,1,4,3,3,2,2,3,4,2,4,3,4,1,2,4,2,Q2,2023
101589,4,2,2,4,3,2,4,3,4,3,4,2,3,2,3,2,1,2,1,Q2,2023
101591,2,4,1,1,3,2,4,4,2,1,4,2,4,2,4,3,4,4,3,Q2,2023
101593,4,2,4,3,3,1,2,4,4,4,4,2,4,4,4,2,3,2,4,Q2,2023
101594,2,4,2,4,2,1,2,1,3,1,4,4,4,4,4,3,4,4,2,Q2,2023
101598,4,4,5,2,3,4,3,4,1,4,2,3,3,2,1,3,4,4,4,Q2,2023
101599,2,3,2,4,4,1,2,2,4,4,2,1,4,4,4,2,2,2,3,Q2,2023
101600,2,2,3,4,4,2,4,3,3,2,4,4,3,3,2,3,3,4,2,Q2,2023
101601,4,2,2,2,2,3,3,2,2,1,2,4,2,2,4,2,1,2,3,Q2,2023
101603,4,3,3,2,4,4,2,4,4,2,4,1,2,2,3,2,3,4,4,Q2,2023
101604,5,3,3,1,3,3,4,2,4,4,3,4,2,1,1,4,3,2,3,Q2,2023
101605,4,3,2,3,3,3,2,2,3,3,1,3,3,3,3,3,3,3,2,Q2,2023
101607,3,4,3,3,2,2,2,3,1,4,4,4,2,2,3,4,2,4,2,Q2,2023
101609,4,2,4,4,4,3,1,3,2,3,4,2,4,2,2,2,3,4,4,Q2,2023
101610,4,3,4,4,2,4,3,4,3,4,3,4,2,3,3,3,2,2,2,Q2,2023
101611,1,3,1,1,1,3,3,3,2,2,3,3,2,3,2,3,1,3,1,Q2,2023
101613,4,2,4,3,4,3,1,4,4,4,1,4,2,2,3,4,2,4,4,Q2,2023
101615,3,2,1,4,1,2,2,4,3,3,2,4,3,3,3,3,2,3,4,Q2,2023
101616,4,2,1,4,4,2,2,2,2,4,4,4,1,2,1,2,2,2,3,Q2,2023
101617,3,4,4,1,2,2,3,3,3,3,4,2,4,3,4,4,2,2,4,Q2,2023
101619,4,3,1,2,4,4,4,1,3,2,1,2,2,3,2,3,3,4,3,Q2,2023
101620,2,1,3,4,3,3,4,3,2,4,2,4,5,3,4,3,3,3,4,Q2,2023
101623,1,3,4,3,4,4,4,3,3,3,3,1,1,2,3,4,2,1,2,Q2,2023
101626,2,2,4,3,2,4,3,2,3,3,2,3,4,4,3,1,3,3,2,Q2,2023
101629,2,5,2,4,4,3,4,3,4,3,3,2,4,1,2,3,3,4,2,Q2,2023
101631,3,4,2,3,1,2,1,4,4,2,4,2,4,4,3,4,2,3,4,Q2,2023
101632,3,4,3,3,3,4,1,4,2,3,4,1,4,4,2,1,4,4,3,Q2,2023
101633,4,4,3,3,3,4,2,2,3,2,2,3,4,3,2,4,3,2,3,Q2,2023
101634,4,2,3,4,2,4,4,4,2,2,2,2,1,4,4,4,2,3,4,Q2,2023
101637,3,3,3,1,4,3,3,1,4,2,1,1,1,3,5,2,4,3,4,Q2,2023
101641,4,2,4,2,3,2,4,3,3,3,2,2,3,4,4,3,4,2,3,Q2,2023
101642,3,4,4,4,2,4,4,1,4,3,4,3,3,2,3,3,2,2,4,Q2,2023
101645,3,4,4,3,1,2,4,4,4,4,4,2,2,4,4,4,5,2,4,Q2,2023
101646,2,4,3,2,3,2,4,2,3,1,3,3,4,2,4,2,4,3,4,Q2,2023
101650,3,3,4,1,2,1,3,2,1,1,1,2,4,4,4,3,1,3,1,Q2,2023
101652,4,3,1,3,4,1,3,2,2,2,4,3,4,2,2,2,2,4,4,Q2,2023
101655,2,3,2,3,1,4,3,4,2,2,4,2,2,4,3,3,2,2,3,Q2,2023
101656,4,3,3,3,3,1,4,1,2,4,1,4,1,4,3,2,2,4,3,Q2,2023
101659,1,2,2,3,4,4,4,3,1,3,1,2,2,3,2,2,4,4,2,Q2,2023
101660,2,1,3,4,2,2,3,2,2,2,2,4,3,3,1,4,4,3,2,Q2,2023
101661,1,2,4,3,1,4,4,4,3,1,3,1,1,2,3,3,3,5,4,Q2,2023
101665,2,3,4,4,4,3,1,4,3,3,2,4,2,3,1,3,2,1,3,Q2,2023
101668,4,2,4,3,2,2,4,3,2,3,2,2,3,3,3,1,4,2,4,Q2,2023
101674,3,3,3,5,2,3,4,2,2,3,4,1,5,4,1,1,4,2,2,Q2,2023
101677,3,3,4,2,2,4,1,4,4,4,4,3,3,4,4,4,2,3,3,Q2,2023
101683,1,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,3,2,2,Q2,2023
101687,3,4,4,4,3,3,3,4,4,1,3,2,4,3,2,4,4,3,2,Q2,2023
101688,3,1,2,3,1,4,2,1,2,1,3,3,3,4,5,3,2,4,3,Q2,2023
101690,4,4,2,1,1,4,2,2,3,4,4,4,2,4,2,3,3,4,2,Q2,2023
101691,3,3,1,3,2,1,3,4,1,3,3,3,1,3,2,4,2,3,3,Q2,2023
101693,1,4,4,4,3,3,1,3,4,2,3,2,2,4,3,1,2,4,5,Q2,2023
101698,4,4,2,4,2,3,4,2,4,3,4,3,4,2,1,4,4,3,4,Q2,2023
101700,1,1,3,2,2,4,4,3,3,3,4,2,3,1,2,2,4,4,2,Q2,2023
101702,4,2,2,4,1,2,2,4,2,3,2,3,3,2,4,3,3,2,2,Q2,2023
101703,3,4,2,2,4,2,2,2,4,4,2,2,2,2,4,2,3,4,3,Q2,2023
101705,3,3,2,3,4,4,4,3,4,4,4,1,3,3,4,2,4,4,4,Q2,2023
101707,3,3,4,4,3,3,2,5,2,3,4,4,4,4,2,2,3,3,3,Q2,2023
101709,2,1,3,1,2,2,2,3,4,4,3,4,4,5,3,3,4,2,1,Q2,2023
101710,3,2,4,4,2,1,2,2,2,4,3,3,2,3,4,4,2,3,1,Q2,2023
101713,1,4,2,1,4,4,4,2,2,4,3,4,2,4,3,1,3,4,3,Q2,2023
101717,4,4,3,4,3,3,2,4,2,3,4,2,1,4,1,1,2,4,3,Q2,2023
101721,3,1,4,4,4,1,2,3,4,1,3,1,4,2,3,4,3,2,4,Q2,2023
101722,4,1,3,2,4,4,2,4,4,2,4,2,4,4,2,3,5,4,4,Q2,2023
101725,3,2,2,4,4,3,4,4,4,4,4,2,1,3,3,4,4,3,3,Q2,2023
101726,3,3,2,3,4,4,4,4,2,3,3,4,4,3,4,4,2,4,4,Q2,2023
101727,4,1,3,2,4,3,5,4,5,4,4,4,4,4,4,4,1,3,2,Q2,2023
101728,4,3,3,3,4,4,3,4,4,2,4,4,2,2,3,3,2,3,4,Q2,2023
101734,2,4,3,3,2,4,2,3,2,4,2,4,3,2,3,1,1,1,3,Q2,2023
101735,4,3,3,2,3,3,4,4,2,4,3,4,4,1,4,2,4,3,3,Q2,2023
101736,2,3,1,2,4,4,3,3,4,2,3,3,3,3,4,3,3,3,3,Q2,2023
101739,4,4,1,4,2,2,2,4,4,4,2,3,3,4,3,4,3,3,3,Q2,2023
101740,3,2,4,3,3,2,3,2,4,4,3,2,3,3,5,4,2,5,1,Q2,2023
101741,2,3,2,3,2,4,4,4,4,3,4,3,4,2,4,3,2,2,3,Q2,2023
101742,3,1,4,4,3,2,2,2,3,3,4,4,2,3,4,3,5,4,3,Q2,2023
101744,3,3,4,4,4,4,2,3,2,4,1,4,4,2,2,3,4,3,4,Q2,2023
101751,3,4,3,4,4,3,2,2,3,3,2,2,3,3,2,3,3,2,4,Q2,2023
101753,3,4,3,2,4,3,4,2,3,3,3,3,4,3,3,4,2,2,3,Q2,2023
101754,3,4,4,2,3,2,3,4,2,3,3,4,3,3,2,4,1,2,2,Q2,2023
101757,2,2,4,4,3,3,2,3,2,1,3,2,3,2,2,3,4,2,3,Q2,2023
101761,4,3,4,3,5,2,1,4,4,4,2,2,3,1,2,3,2,4,3,Q2,2023
101763,4,4,2,2,2,3,4,4,4,3,1,3,4,3,4,2,4,4,4,Q2,2023
101764,4,4,3,2,4,4,3,3,2,4,4,3,3,2,4,1,3,1,4,Q2,2023
101765,3,4,3,4,2,4,1,3,4,3,3,3,2,3,2,3,3,3,4,Q2,2023
101766,4,3,4,2,1,4,4,4,1,4,2,2,3,1,4,3,1,4,2,Q2,2023
101767,4,4,4,3,1,1,3,4,4,4,2,5,4,2,2,3,2,4,3,Q2,2023
101770,2,3,3,3,2,2,4,5,1,1,4,4,3,3,2,3,2,2,1,Q2,2023
101771,2,4,3,4,4,4,4,3,4,4,3,1,2,3,2,1,4,2,3,Q2,2023
101774,4,1,1,4,4,4,4,3,4,2,4,3,4,2,4,3,3,2,4,Q2,2023
101775,2,3,3,2,3,4,3,2,4,3,3,3,2,3,4,3,2,4,4,Q2,2023
101777,3,4,3,1,3,2,2,3,4,4,3,3,4,1,4,2,4,3,3,Q2,2023
101778,2,3,3,2,4,4,4,2,4,4,1,4,4,2,4,4,3,4,3,Q2,2023
101779,3,2,3,3,3,3,3,3,2,2,4,2,4,4,1,3,4,4,1,Q2,2023
101781,4,2,3,4,3,3,3,2,3,3,3,1,4,2,3,2,3,2,4,Q2,2023
101782,2,3,2,2,4,3,2,4,3,4,4,4,4,2,2,2,3,4,1,Q2,2023
101784,2,4,2,4,4,3,3,3,2,3,3,4,2,2,4,2,4,1,2,Q2,2023
101785,2,3,4,4,4,4,3,1,2,4,4,5,4,2,4,3,4,4,2,Q2,2023
101787,2,3,4,3,3,3,4,4,2,2,4,3,1,1,4,2,4,2,4,Q2,2023
101788,3,2,4,3,2,4,2,2,2,1,2,4,4,3,4,2,2,2,4,Q2,2023
101791,4,5,1,2,4,2,4,3,3,4,4,4,4,4,3,1,3,4,3,Q2,2023
101792,3,2,2,4,4,2,3,4,2,2,4,2,4,4,3,3,5,4,4,Q2,2023
101801,4,2,2,4,2,4,4,3,3,3,4,3,4,4,3,4,4,1,4,Q2,2023
101807,4,3,4,4,1,3,4,4,2,2,4,4,3,4,4,2,4,1,4,Q2,2023
101808,2,4,4,4,2,3,3,4,3,3,1,4,3,2,3,2,4,4,2,Q2,2023
101809,4,2,3,4,4,4,3,2,4,2,4,4,4,2,2,3,3,4,4,Q2,2023
101815,2,1,4,3,2,4,4,4,2,2,3,4,1,1,4,4,2,4,4,Q2,2023
101818,4,3,3,3,4,3,3,2,2,4,3,3,3,4,2,2,3,3,4,Q2,2023
101820,3,3,4,4,4,2,2,2,3,4,1,4,2,4,3,5,3,3,1,Q2,2023
101821,3,2,2,3,3,4,2,4,3,4,3,3,3,2,1,2,3,3,4,Q2,2023
101823,2,4,4,3,4,4,4,3,4,4,2,3,4,3,3,3,4,4,3,Q2,2023
101824,4,4,3,2,2,3,4,3,4,2,1,4,4,2,3,4,3,1,2,Q2,2023
101829,4,1,4,3,3,3,4,2,4,4,2,4,1,2,2,4,2,1,2,Q2,2023
101833,1,4,2,3,4,2,4,4,2,4,2,1,4,4,4,3,2,3,2,Q2,2023
101839,4,3,1,4,4,4,4,4,4,4,2,2,4,4,2,4,3,4,3,Q2,2023
101842,4,4,4,4,3,2,3,4,2,2,4,3,1,3,1,2,4,1,2,Q2,2023
101843,4,1,4,2,3,4,2,2,1,4,3,2,3,2,2,4,3,2,3,Q2,2023
101846,1,2,1,4,4,4,1,3,5,3,3,3,2,3,1,4,2,2,3,Q2,2023
101847,4,4,3,4,2,2,3,2,2,4,3,2,4,4,4,4,3,4,3,Q2,2023
101848,2,4,3,2,3,1,4,3,2,3,2,4,4,2,4,3,3,4,3,Q2,2023
101851,4,3,4,4,4,2,2,4,3,4,4,2,2,2,4,2,3,4,3,Q2,2023
101854,4,2,3,2,2,2,4,4,2,3,1,1,2,3,3,3,2,2,2,Q2,2023
101856,4,2,2,2,3,2,2,4,4,3,2,4,4,3,3,3,3,3,4,Q2,2023
101857,1,4,3,2,4,3,1,2,2,1,4,3,4,4,4,3,3,4,2,Q2,2023
101858,4,4,3,4,2,3,2,3,4,3,4,2,3,2,3,3,3,4,1,Q2,2023
101861,2,4,3,3,2,3,5,4,4,3,1,3,2,4,3,4,2,2,3,Q2,2023
101864,3,3,1,4,2,4,2,3,3,3,1,2,3,3,2,4,4,3,4,Q2,2023
101865,4,2,4,2,4,3,4,3,2,1,1,3,4,4,4,4,3,3,3,Q2,2023
101867,4,1,4,4,2,4,4,4,2,4,2,3,3,1,4,1,2,2,2,Q2,2023
101872,3,3,1,2,3,2,3,1,4,2,3,4,3,3,2,2,1,3,4,Q2,2023
101873,3,1,3,3,3,1,2,1,3,3,4,4,4,2,3,1,2,2,3,Q2,2023
101874,4,4,3,4,3,4,3,2,4,4,3,2,4,3,1,4,3,1,2,Q2,2023
101882,2,3,4,2,1,4,4,1,4,4,2,4,2,5,2,4,1,3,3,Q2,2023
101884,2,3,2,4,4,1,3,4,2,2,2,3,2,3,4,2,2,1,3,Q2,2023
101885,3,3,1,2,3,4,4,3,2,3,4,3,3,3,4,3,3,2,4,Q2,2023
101888,4,4,4,4,5,4,3,3,1,3,4,2,3,2,2,4,4,2,2,Q2,2023
101890,2,3,4,4,1,4,1,2,2,2,4,3,4,2,4,3,4,3,3,Q2,2023
101891,2,1,4,4,2,1,4,1,4,1,4,2,3,3,3,1,3,3,1,Q2,2023
101893,4,2,4,3,4,2,3,4,3,2,3,1,3,2,4,3,4,1,4,Q2,2023
101897,2,2,4,4,4,1,3,2,4,3,4,3,3,4,2,4,2,4,3,Q2,2023
101900,3,1,4,4,4,4,1,4,4,2,1,2,4,4,4,2,4,4,2,Q2,2023
101901,3,1,3,2,2,2,4,4,3,3,3,3,3,4,4,1,2,4,1,Q2,2023
101902,3,2,2,1,2,4,4,3,3,2,3,2,3,4,4,3,2,3,1,Q2,2023
101904,2,2,4,3,4,3,3,3,2,2,4,2,1,4,1,1,3,4,3,Q2,2023
101907,2,5,2,3,2,2,2,4,4,4,1,3,3,2,4,1,3,2,2,Q2,2023
101909,3,4,3,4,3,3,4,1,2,3,2,2,3,3,3,3,1,1,3,Q2,2023
101910,4,2,2,4,3,4,4,3,4,4,4,2,1,3,3,2,2,4,2,Q2,2023
101919,4,3,1,4,4,4,2,4,2,4,3,4,3,4,3,4,4,5,2,Q2,2023
101921,2,4,2,3,4,4,4,1,2,4,2,3,1,4,3,3,3,3,1,Q2,2023
101923,2,4,4,4,4,4,4,4,2,3,3,3,2,2,3,3,3,4,1,Q2,2023
101924,4,4,2,5,3,2,4,3,3,4,2,4,2,4,2,4,3,2,3,Q2,2023
101925,4,2,3,2,2,3,1,2,3,3,4,4,2,4,5,2,2,1,4,Q2,2023
101926,3,1,4,2,3,3,3,2,3,1,4,3,4,4,2,2,2,2,4,Q2,2023
101928,4,3,3,2,4,2,4,2,3,1,3,4,3,4,2,2,3,4,3,Q2,2023
101930,4,4,4,4,4,3,2,4,2,4,4,3,3,3,2,4,3,2,4,Q2,2023
101937,2,2,4,2,3,3,3,4,4,4,1,4,1,2,4,2,2,2,2,Q2,2023
101939,2,2,2,4,2,4,3,4,2,3,2,4,3,3,4,3,4,3,3,Q2,2023
101940,2,4,3,3,2,3,4,3,3,2,3,3,4,3,3,2,4,4,3,Q2,2023
101945,1,3,4,4,3,3,2,4,2,4,4,4,2,3,4,2,3,4,4,Q2,2023
101948,3,3,4,1,4,4,4,4,2,4,3,3,4,3,4,3,4,2,2,Q2,2023
101949,2,3,2,2,3,3,2,4,3,4,4,4,4,2,4,4,3,3,4,Q2,2023
101952,4,1,3,2,4,3,2,3,4,4,4,3,3,2,2,4,4,2,4,Q2,2023
101955,4,2,2,2,3,4,3,2,4,3,4,5,3,3,2,2,1,4,2,Q2,2023
101956,4,2,2,4,4,2,2,2,3,3,2,3,2,4,4,2,4,4,2,Q2,2023
101957,4,1,4,1,2,4,4,2,4,4,3,4,4,4,3,4,4,2,3,Q2,2023
101959,2,3,2,2,3,3,4,3,2,4,1,2,4,1,1,4,3,3,3,Q2,2023
101960,3,2,2,4,1,2,1,4,4,4,4,2,2,4,4,2,4,2,3,Q2,2023
101961,3,4,4,4,3,3,2,3,3,4,4,3,2,4,4,1,2,4,4,Q2,2023
101969,3,3,3,4,3,3,2,4,2,2,1,4,4,1,4,4,1,2,4,Q2,2023
101970,2,4,4,4,1,5,4,3,4,2,4,2,4,2,3,4,4,3,3,Q2,2023
101971,2,4,2,1,4,4,2,3,2,2,2,2,4,4,4,4,1,2,2,Q2,2023
101973,3,3,3,2,4,4,4,2,4,2,2,3,4,4,2,2,4,1,4,Q2,2023
101974,4,2,3,3,1,3,4,2,4,3,4,4,1,3,3,2,4,2,3,Q2,2023
101975,3,3,3,4,3,3,3,4,4,3,2,4,2,1,3,3,2,2,2,Q2,2023
101977,2,4,4,3,3,2,2,3,2,4,3,2,3,3,2,3,2,3,4,Q2,2023
101983,2,3,3,4,2,3,3,2,1,3,1,2,2,3,4,4,5,2,4,Q2,2023
101985,4,3,1,2,1,1,2,4,2,2,1,3,2,2,3,4,4,2,4,Q2,2023
101986,3,4,1,4,1,4,3,3,4,2,4,4,4,4,3,1,3,2,2,Q2,2023
101991,3,2,3,3,4,3,1,2,2,3,2,3,1,2,2,4,1,4,2,Q2,2023
101995,3,1,3,1,3,4,3,4,4,3,4,1,3,2,4,2,4,4,4,Q2,2023
101996,1,3,4,2,2,3,2,4,3,1,1,2,3,1,1,3,3,4,4,Q2,2023
101997,4,4,2,2,3,2,3,2,1,3,1,4,4,4,4,4,4,2,4,Q2,2023
101999,4,4,4,4,1,3,2,3,3,4,4,3,4,2,2,2,5,2,4,Q2,2023
102000,2,3,3,2,4,3,2,2,3,1,1,3,3,3,3,4,2,4,2,Q2,2023
102001,2,4,4,3,2,4,2,2,1,2,4,4,4,3,4,1,4,3,4,Q2,2023
102003,4,4,2,4,3,4,2,3,2,4,4,4,4,2,2,4,4,4,2,Q2,2023
102012,4,3,4,4,4,4,4,2,2,3,3,4,3,1,4,4,3,2,2,Q2,2023
102015,3,2,3,3,3,2,4,2,2,4,2,4,3,1,1,4,4,2,3,Q2,2023
102016,4,2,3,3,2,3,2,2,3,4,1,4,1,3,4,4,3,3,4,Q2,2023
102017,2,1,2,2,4,3,3,3,2,4,4,4,3,2,4,3,4,3,2,Q2,2023
102018,4,4,3,3,4,4,4,2,2,4,4,3,3,4,4,4,3,3,2,Q2,2023
102019,2,2,1,2,3,5,2,2,2,5,4,4,2,1,3,3,4,4,3,Q2,2023
102020,2,4,3,3,3,3,2,1,2,3,3,3,4,4,4,4,4,4,4,Q2,2023
102022,2,3,3,4,1,1,2,4,3,2,3,3,2,2,4,2,3,3,4,Q2,2023
102023,4,1,3,3,4,3,4,4,4,4,2,1,2,3,3,4,1,2,2,Q2,2023
102026,3,4,2,2,3,4,3,4,3,4,4,4,2,4,4,3,2,3,3,Q2,2023
102029,3,2,4,3,4,3,4,4,2,2,3,2,4,2,2,4,5,4,1,Q2,2023
102030,2,4,4,4,3,2,4,4,4,2,1,4,4,3,4,4,2,4,3,Q2,2023
